Domain,bzip2_comp,Cmix_comp,GeCo3_comp,gzip_comp,JARVIS_comp,MFCompress_comp,NUHT_comp,UHT_comp,zip_comp,xz_comp,zstd_comp,bzip2_time,Cmix_time,GeCo3_time,gzip_time,JARVIS_time,MFCompress_time,NUHT_time,UHT_time,zip_time,xz_time,zstd_time
archaea,0.27361937518809154,,0.22618623080020414,0.2963671116466682,0.22517086068649297,0.22805010351233754,0.247559807272514,0.2542494227124671,0.28343148760285297,0.25894544549104903,0.2931670950875109,0.9096746444702148,,16.330315828323364,1.063511848449707,7.164618253707886,11.423654317855835,7.568057298660278,43.854735136032104,8.073636770248413,5.626508712768555,0.6535794734954834
archaea,0.27797752459668573,,0.231058136320533,0.29907980846567,0.23084468715700876,0.23194932194836346,0.2520857310148245,0.25241735231481455,0.2862260287025144,0.2646637354260787,0.2961873337935346,0.3551042079925537,,6.200132846832275,0.3855247497558594,2.5411930084228516,4.977264404296875,2.690338611602783,18.367912769317627,2.7258174419403076,1.6973116397857666,0.2851743698120117
archaea,0.27302563472033003,,0.2246713312973404,0.2951162185631339,0.22495408337604647,0.2265444576086504,0.2468707769018556,0.2511276049414159,0.28237800975504795,0.25816384221105637,0.29182018480359817,0.8053884506225586,,15.411394596099854,0.8596553802490234,6.224473237991333,11.460296869277954,5.982518911361694,40.3177535533905,7.19290828704834,5.573715448379517,0.6215939521789551
archaea,0.2814048376156513,,0.23398490756098198,0.30286413464637774,0.23309450824278408,0.2327227818083056,0.25688495081588203,0.2593770317539247,0.2907832455340405,0.26661504520853174,0.2995861108919442,0.512664794921875,,11.130505561828613,0.5401501655578613,3.568855047225952,10.550279140472412,5.252412557601929,29.401318073272705,4.800316095352173,3.9387710094451904,0.4218294620513916
archaea,0.27565117823854995,,0.22866827813340537,0.29784670512250977,0.22759328200760043,0.22940307230958232,0.24760413771211526,0.25284807814558746,0.285232318024056,0.2612069334726231,0.29511220579726455,0.7158124446868896,,15.821475744247437,0.7356455326080322,8.284321546554565,9.731132745742798,7.242313385009766,42.77829718589783,7.429572105407715,5.3461339473724365,0.6622152328491211
archaea,0.2808908494176263,,0.23480338725388578,0.30136553560366075,0.23475969800924162,0.23637567422028796,0.2563199957821294,0.2605374270110675,0.2906095262364732,0.26694727222400405,0.29811865397204784,0.4848015308380127,,7.89719295501709,0.48967933654785156,2.5618832111358643,9.85548710823059,3.402479410171509,24.06511664390564,3.295501947402954,2.407254457473755,0.4270174503326416
archaea,0.2753247762702186,,0.22536597050405086,0.29476725675225224,0.22466808971684535,0.22653964886649622,0.2552001821627038,0.25526495555299783,0.28219623646672115,0.2577821491511946,0.29105972754319015,0.4356818199157715,,6.440271615982056,0.41349291801452637,2.1828649044036865,4.8063647747039795,2.9096977710723877,17.196231603622437,3.490891218185425,2.240657091140747,0.37860536575317383
archaea,0.26800384075580547,,0.21838598744719395,0.2897083414888321,0.21943976518747718,0.2215897353913804,0.24775764747450643,0.24827721605383493,0.2765204158574475,0.25277249718542194,0.2864631232923726,0.5064494609832764,,11.564466714859009,0.6780219078063965,5.001601934432983,8.22789454460144,4.47970986366272,28.88866949081421,6.021288871765137,3.6312644481658936,0.4071354866027832
archaea,0.2834480935607025,,0.23844630691909724,0.30253662769230344,0.2377502822434574,0.23950676868090465,0.2577049367102238,0.2686181289318389,0.29305557919497754,0.27106038033263385,0.3013062970904522,0.6700763702392578,,9.448642015457153,0.6003165245056152,3.126086473464966,8.761757612228394,3.8176939487457275,25.778050184249878,3.5450186729431152,3.0232415199279785,0.3998422622680664
archaea,0.2833325226124314,,0.24199951613086548,0.30366112650292953,0.24205742887962645,0.24363316983876146,0.25749547109922527,0.2652954970779302,0.29500102364650144,0.27440996000027795,0.3027951696714121,0.28777456283569336,,7.414348125457764,0.4280893802642822,2.048931360244751,6.764080047607422,2.814948797225952,17.70494532585144,2.963843584060669,1.7053589820861816,0.29178285598754883
fungi,0.28506253666969916,,0.2473625977322679,0.31269712934707056,0.2473577850458891,0.24635348875466753,0.2532581032578089,0.2639135929680458,0.3044326564182635,0.2747556842625127,0.31066165331973417,6.291306257247925,,111.73027801513672,6.020894527435303,45.35238194465637,32.79275584220886,48.513431549072266,333.79182958602905,40.48972296714783,73.34563851356506,3.7796993255615234
fungi,0.2808039201839844,,0.24290224488149237,0.30539881996901275,0.24312445804710567,0.24189303966126496,0.256687178004573,0.26090990735917763,0.29420915720515994,0.26750837163206037,0.3014765993873827,1.5286262035369873,,28.40195631980896,1.546433448791504,8.96871542930603,10.9191415309906,11.327028512954712,76.90179681777954,11.039869785308838,11.083238363265991,1.0696711540222168
fungi,0.2751235981271047,,0.24353851008961075,0.3016233955203734,0.24234328080188003,0.24282677536350986,0.2427908925579738,0.25010082711572384,0.29353005495272066,0.2621283427290753,0.2989990580779727,3.2217283248901367,,56.751899003982544,2.782183885574341,20.71172523498535,18.946053743362427,23.786780834197998,162.64478516578674,18.79815673828125,30.6369948387146,2.0346882343292236
fungi,0.2772550716108062,,0.22254471425846184,0.30555809387492316,0.2011100893497352,0.21236667031294532,0.24226725990960782,0.23487850268498625,0.29557649122402146,0.22739580419091934,0.2992963215844759,19.428924798965454,,231.85723400115967,21.036723613739014,144.60237288475037,58.00100660324097,161.57379484176636,1044.0085384845734,117.38715648651123,311.3839030265808,14.22254729270935
fungi,0.2902308304395131,,0.246307998788708,0.3186569388026807,0.2464288397843966,0.24536580812138747,0.25908257998590883,0.2656715468627057,0.3096825912597629,0.2807797358711266,0.3166113044916818,3.717573404312134,,76.1922254562378,3.8538155555725098,29.47714328765869,21.85226035118103,31.607257843017578,218.7791440486908,27.309136390686035,44.250093936920166,2.5832738876342773
fungi,0.28974456649014796,,0.24678001824237733,0.3163465126707352,0.2463577341411719,0.24588462728772215,0.2591450687219623,0.2689661717911934,0.30784800028372405,0.2775439431299791,0.314421898559167,5.219684839248657,,101.53077816963196,5.608454704284668,41.94633150100708,28.24870252609253,42.83593940734863,290.0523900985718,37.592872858047485,62.45002031326294,3.342238664627075
fungi,0.29400219908068775,,0.24037689081859004,0.3234487093532978,0.23878206564991783,0.2385566816642462,0.25594028622831044,0.2580178070168278,0.31283005287234505,0.2795363048842945,0.3199351846166569,1.8492581844329834,,30.82741093635559,1.7634613513946533,10.963916778564453,11.181418895721436,13.734023571014404,91.94539141654968,11.055704116821289,15.61555790901184,1.297055721282959
fungi,0.29177650262716043,,0.2448424952486579,0.3187794565134171,0.24533365467956236,0.24510314885220089,0.2572407159123484,0.2688846631163055,0.30959964069062895,0.2817039775084441,0.31630820304362456,1.5615789890289307,,26.665889501571655,1.5733075141906738,8.623487710952759,10.528074502944946,10.808883666992188,75.60804104804993,9.396480083465576,11.704699516296387,1.0815136432647705
fungi,0.27693738283126196,,0.21243131418533245,0.31308495124865415,0.19660518149334533,0.20060760999606442,0.25858396474787004,0.2625534777224569,0.30496835609074574,0.1914906560114663,0.30209193737357387,11.667237281799316,,160.56782484054565,10.964344501495361,85.3283064365387,39.211066246032715,89.4006564617157,614.6504240036011,61.06042671203613,132.4355845451355,6.469420671463013
fungi,0.28938349203476893,,0.24679840256868718,0.3169826726136827,0.24709310968585693,0.24638954032629673,0.25693310725369756,0.26681937665551625,0.30838694707933517,0.2779509946766376,0.31483569080762075,7.030499696731567,,132.71563148498535,7.100448131561279,59.3143470287323,35.587608337402344,54.00163912773132,388.9639012813568,46.060293197631836,86.18437385559082,4.261040449142456
viral,0.282109245610317,,0.2336103049338051,0.3024623040635474,0.23597980360195603,0.23639969777106157,0.25390695520443324,0.2603197777097511,0.29710912787183774,0.27679531557837067,0.30164598394047143,0.023893356323242188,,0.8398449420928955,0.024657011032104492,0.506493330001831,1.4883992671966553,0.36713337898254395,1.3654110431671143,0.2828185558319092,0.14473581314086914,0.03855633735656738
viral,0.3271186440677966,,0.26587301587301587,0.3663135593220339,0.26102292768959434,0.29750812567713975,0.29533898305084744,0.29915254237288136,0.41059322033898304,0.3635593220338983,0.35423728813559324,0.003935813903808594,,0.07550907135009766,0.003921985626220703,0.0678253173828125,0.13139986991882324,0.16327333450317383,0.14525270462036133,0.0037887096405029297,0.0067768096923828125,0.004046440124511719
viral,0.3180237877401647,,0.2528584817244611,0.34071363220494055,0.24835988753514526,0.2801549243821468,0.2821591948764867,0.2830741079597438,0.3787740164684355,0.339615736505032,0.33064958828911256,0.006057024002075195,,0.12146544456481934,0.0043370723724365234,0.12768316268920898,0.2170429229736328,0.16454410552978516,0.16994142532348633,0.005736351013183594,0.011055707931518555,0.007745027542114258
viral,0.2989206558457609,,0.24842660316380336,0.3247919584740875,0.2522537846572546,0.2647577462423377,0.27197824833154816,0.28507868501277084,0.3430007415341518,0.3117739144763945,0.31976600477877565,0.009853839874267578,,0.1791539192199707,0.0067195892333984375,0.23084664344787598,0.3947296142578125,0.18235421180725098,0.24554944038391113,0.011445283889770508,0.01888132095336914,0.008820533752441406
viral,0.30837164287442537,,0.25377141396062386,0.3397048149044278,0.25543339299411916,0.2762793042601462,0.2991773530123397,0.30450036293249455,0.36607790950883135,0.3285748850713767,0.3319622550205662,0.007351398468017578,,0.16704893112182617,0.005185365676879883,0.17307162284851074,0.2948470115661621,0.1706256866455078,0.19173336029052734,0.007432699203491211,0.009500503540039062,0.006706953048706055
viral,0.31929637526652455,,0.259963436928702,0.35358919687277895,0.25758683729433274,0.28805325656711045,0.28233830845771146,0.2876687988628287,0.3894811656005686,0.34896943852167733,0.34168443496801704,0.006043910980224609,,0.11506295204162598,0.0045621395111083984,0.13655781745910645,0.22952842712402344,0.1663494110107422,0.17058706283569336,0.005986690521240234,0.012027978897094727,0.006499290466308594
viral,0.28391428308654465,,0.24056603773584906,0.3076979674422882,0.24528301886792453,0.24464081466996274,0.26049848247953644,0.26110549066494987,0.3104019129954934,0.28739078451209416,0.30615285569759954,0.01743793487548828,,0.45741987228393555,0.02068352699279785,0.3807392120361328,1.174454689025879,0.2854592800140381,0.6825509071350098,0.1120615005493164,0.03490567207336426,0.011236429214477539
viral,0.28977864982524987,,0.23868799402502022,0.31614446011404745,0.23999502085018984,0.25133755611586,0.2616346802379054,0.2672757373229505,0.3294499969342081,0.30093813231957817,0.31191366730026365,0.006838798522949219,,0.2649679183959961,0.0074748992919921875,0.23531436920166016,0.47319769859313965,0.19220280647277832,0.3095118999481201,0.01482248306274414,0.012293338775634766,0.009815216064453125
viral,0.2850215426205964,,0.24159487557161696,0.30791585705837626,0.24426670320448046,0.24486475493186902,0.26043761088113543,0.263884430176565,0.3099265016473769,0.28581566275238657,0.3060403818535102,0.023064374923706055,,0.3769235610961914,0.021666288375854492,0.2813131809234619,1.0378785133361816,0.2982645034790039,0.7654085159301758,0.11848831176757812,0.06857991218566895,0.011877775192260742
viral,0.2847555784777327,,0.24522317045540368,0.30669044497331155,0.24723711703547063,0.2476668701795482,0.2568554225102684,0.2658903505228949,0.30237182394939444,0.28519054750172435,0.30787107518128887,0.05333852767944336,,0.829110860824585,0.05466294288635254,0.5788154602050781,2.1752536296844482,0.4655485153198242,1.7881271839141846,0.2095184326171875,0.1797926425933838,0.05057024955749512
bacteria,0.27784481268000255,,0.2348205453537411,0.30064759836226546,0.23366171387732032,0.23416959252120786,0.2518643587743436,0.25704592807957394,0.28896735562828463,0.2649092759839356,0.2982370020663372,1.232973575592041,,19.6110999584198,1.0638258457183838,7.0048394203186035,13.942906379699707,8.147384405136108,51.24703574180603,8.752431392669678,6.9492387771606445,0.7319827079772949
bacteria,0.2771131006644951,,0.23433265835500816,0.3012670507747031,0.23307124504523175,0.23442678013914733,0.26222291570671985,0.2626398684716612,0.28946392546804095,0.2643423058637323,0.29792367005789205,1.3511950969696045,,21.482683181762695,1.0433993339538574,7.232207298278809,8.751908779144287,8.639211893081665,55.35340332984924,9.939802646636963,7.97539758682251,0.7718265056610107
bacteria,0.2790909720318708,,0.23373499336517337,0.30156240447282767,0.23382233166058525,0.23364468827116433,0.25915815837985107,0.25650131364412454,0.2891664949286332,0.26583185112276186,0.29763908452628846,0.594092845916748,,7.7025463581085205,0.44753003120422363,2.7701687812805176,4.740720272064209,3.2024519443511963,20.3565456867218,3.649848222732544,2.325098752975464,0.3171107769012451
bacteria,0.2814068739208708,,0.22037173150872374,0.303023775233906,0.21919294000769615,0.21915130529690968,0.2549601686019062,0.2604368187057076,0.29132884532474673,0.25378711008357896,0.299610376992127,0.49668002128601074,,10.705733299255371,0.6941490173339844,3.317844867706299,5.562547206878662,4.5432868003845215,28.26656174659729,4.215959787368774,3.122143030166626,0.4548811912536621
bacteria,0.2780357047623738,,0.23466698957582985,0.3020477825645892,0.23413767876807198,0.23602404913586683,0.25883781607550693,0.26276840572369625,0.2909077847969018,0.26514162216855475,0.29893536755493866,1.2072489261627197,,21.10251474380493,1.2081375122070312,7.0539960861206055,7.778984069824219,8.667057991027832,56.47901678085327,10.002270936965942,8.407825708389282,0.7693581581115723
bacteria,0.28324328916536273,,0.24204642374856414,0.3039235973019788,0.24131249319328457,0.2416122441102239,0.2538713941241802,0.26337155273340707,0.29391544203037695,0.2723577528612384,0.3026957109928739,0.586106538772583,,13.327802419662476,0.9655232429504395,3.418872833251953,6.1973717212677,5.268022537231445,33.90542793273926,4.941492795944214,4.191404104232788,0.49450016021728516
bacteria,0.26722517522334055,,0.21747481037444952,0.2894150624550612,0.2170046540474708,0.21718816735065272,0.2608732150699981,0.25705668586083597,0.27627924292323996,0.2516111057715119,0.2852371978378273,0.12741518020629883,,2.5731041431427,0.120086669921875,1.1410901546478271,2.1884732246398926,1.2440059185028076,7.01084566116333,1.6645324230194092,0.8059210777282715,0.1506514549255371
bacteria,0.28047739777465563,,0.2338807307531237,0.30147050331984915,0.23261931873626276,0.23447169113453237,0.2581803458655248,0.26333976774414175,0.29138883473733795,0.2655968963146322,0.29969548155437303,1.0653538703918457,,18.05352807044983,1.0635936260223389,5.935260772705078,7.458876371383667,7.283886671066284,48.625654220581055,7.398670434951782,6.898883819580078,0.7112293243408203
bacteria,0.279873250609221,,0.23242098770213931,0.3009166340011381,0.23239094259465928,0.23243011541940783,0.25609417382630795,0.2560506197882417,0.28852479617067184,0.26447582715187296,0.2970888766556782,0.4074397087097168,,9.181570529937744,0.4309408664703369,2.8038554191589355,5.046558141708374,3.6154568195343018,23.628146409988403,4.465971231460571,2.7004692554473877,0.4395897388458252
bacteria,0.28254741129733585,,0.23105917245140856,0.30361487621904915,0.22913338032137706,0.23057969721839053,0.2579236799021109,0.27048248526186597,0.29383658723611644,0.26205821926229966,0.3014575308492936,1.0952327251434326,,16.67482089996338,0.7931873798370361,5.20061469078064,7.100931406021118,6.509913682937622,44.91984963417053,6.409972190856934,5.3905415534973145,0.6502282619476318
protozoa,0.18947724012023223,,0.2386567813837342,0.21695550924381313,0.23260845422810209,0.23429255899510626,0.16808128730949337,0.17003724746030127,0.2128752325435508,0.18047071425771055,0.21163188750233025,11.07026982307434,,103.66313552856445,6.262402772903442,45.64083504676819,25.150927305221558,57.5294725894928,332.848340511322,28.194396018981934,72.88659358024597,4.514650106430054
protozoa,0.27467536406940707,,0.236313631201026,0.30502390378644956,0.2292572553348808,0.23075768265673402,0.2448718402623965,0.24862370217704907,0.297077245944968,0.25421698253986336,0.30053901495945884,5.96047043800354,,93.78498935699463,6.575725317001343,41.4194769859314,22.507431268692017,48.97713923454285,328.5721604824066,28.759402990341187,64.93283271789551,4.765045881271362
protozoa,0.28715864158920024,,0.23772804620087648,0.31901538404795726,0.23528924612466123,0.23536917314368658,0.26100482287651194,0.2685730476994066,0.3087514666194245,0.270481655806906,0.31314867961171505,1.9251246452331543,,34.46539902687073,1.9525890350341797,12.063462257385254,10.948547601699829,15.478893280029297,105.40462064743042,13.179839134216309,16.891403436660767,1.3984336853027344
protozoa,0.26223077619498064,,0.20245878957979208,0.28318644850914243,0.2025489188441317,0.2003888644500558,0.2461905163290345,0.24978068737727077,0.2695297500304384,0.24444382006687085,0.27424380071116605,0.1656961441040039,,2.273024797439575,0.11164116859436035,1.3161146640777588,2.874521255493164,1.2256839275360107,5.554461240768433,1.4659380912780762,0.4360058307647705,0.09177875518798828
protozoa,0.27207211619448635,,0.24147680947170333,0.3049086533772812,0.2347173006247294,0.23815088854694805,0.2643959888711797,0.26341353016436797,0.29711925068353107,0.255328183577113,0.30074992344588325,6.814857006072998,,81.72783660888672,6.421549320220947,31.5392062664032,20.61755919456482,54.75426936149597,362.76915884017944,31.23282241821289,73.22317862510681,4.2720417976379395
protozoa,0.2595758836890042,,0.2417198254121703,0.2951628366238873,0.23285598728944124,0.2384192502293047,0.23785950803702668,0.24336421014413603,0.28891032257881755,0.23239191977217036,0.28871625491123637,10.140320777893066,,168.62113904953003,10.471327781677246,82.00190281867981,40.27500104904175,83.50976276397705,557.5336725711823,51.294535398483276,124.75300669670105,6.447893857955933
protozoa,0.2935529864285562,,0.23625485763362708,0.3220633410345516,0.23708261614845993,0.2358341103519114,0.2538980952085393,0.25550029636154303,0.3103535935460313,0.27823517746587,0.318300660931361,1.4260389804840088,,21.19781255722046,1.3905999660491943,7.444097280502319,7.9287543296813965,10.993865966796875,71.712717294693,10.784088611602783,11.038710594177246,1.1108310222625732
protozoa,0.26609670119389633,,0.23640266558334155,0.2968580505090892,0.21856225859309952,0.22705433144292578,0.23820082908335782,0.242012392895244,0.288974125143637,0.23917309551504218,0.2921152408821767,8.986043930053711,,121.33996319770813,7.656287670135498,57.482306480407715,27.703092336654663,60.07227897644043,391.7656307220459,39.29388618469238,85.90225315093994,4.75512957572937
protozoa,0.28284308214939424,,0.22838111389339844,0.30948862444287595,0.22380207496338614,0.2255369664955806,0.2520038741168847,0.25219746696173295,0.29674583700449664,0.25195323507040873,0.30397049099583073,14.915378093719482,,146.14812326431274,15.617469310760498,80.39546465873718,30.76180148124695,125.10002517700195,786.1974611282349,115.84363794326782,197.70625805854797,10.06024432182312
protozoa,0.2733831558783845,,0.21493501894543007,0.29636258135779253,0.21634087609334607,0.21422673942653397,0.25145762403786326,0.247422067798743,0.2838382002362959,0.25561901832341777,0.2840164708020777,0.17178797721862793,,1.8846731185913086,0.18138861656188965,0.7468221187591553,2.7679600715637207,1.0260241031646729,5.15632176399231,1.216822624206543,0.5962209701538086,0.1163644790649414
